"Ilan_id","SirketAdi","Sektor","Konum","Aciklama","Pozisyon","Deneyim","Egitim","CalismaSekli","Sifre"
"353","Aya Validasyon Ambalaj Sterilizasyon A.Ş.","Sağlık","Ankara","_x000D_
AYA Validasyon Ambalaj Sterilizasyon A.Ş. AYA A.Ş., _x000D_
_x000D_
İlaç ve Tıbbi Cihaz Üreticilerine, Hastanelere Validasyon, Kalifikasyon, Laboratuvar Analizleri, Paketleme ve Sterilizasyon Hizmetleri veren, ISO 13485 Belgesi ve TS EN ISO 17020 Akreditasyonuna sahip A Tipi Muayene Kuruluşudur._x000D_
_x000D_
_x000D_
Takımımızda yer alacak, _x000D_
_x000D_
Yazılım Validasyonu Sorumlusu/Genel Nitelikler _x000D_
_x000D_
• Mühendislik Mezunu (Tercihen Bilgisayar Mühendisliği), _x000D_
_x000D_
• İlaç veya Tıbbi Cihaz sektöründe Kalifikasyon (HVAC, Ekipman vb.) ve Validasyon konusunda çalışmış,_x000D_
_x000D_
_x000D_
• IEC/EN 62304, ISO 80002 ve FDA 21 CFR Part 11 gibi Standart ve Regülasyonlara hakim,_x000D_
_x000D_
_x000D_
• Tercihen GMP, GLP, GAMP konusunda bilgi sahibi ve eğitim almış, _x000D_
_x000D_
• Prosedür, rapor, protokol vb. dokümantasyon hazırlama konusunda bilgi ve beceri sahibi._x000D_
_x000D_
_x000D_
• İleri seviyede İngilizce bilen (yazma, anlama, konuşma) – (Sözlü ve yazılı test uygulanacaktır)_x000D_
_x000D_
_x000D_
• Office programlarına hakim, _x000D_
_x000D_
• Erkek adaylar için askerlik görevini tamamlamış, _x000D_
_x000D_
• Seyahat engeli bulunmayan, _x000D_
_x000D_
• Aktif bir şekilde şehirlerarası yolculuk yapabilecek kadar sürüş deneyimi olan_x000D_
• Mesleki etik ve disipline sahip, _x000D_
_x000D_
• Güçlü iletişim yeteneğine sahip, _x000D_
_x000D_
• Takım çalışmasına yatkın, analitik düşünme yeteneğine sahip_x000D_
Takım Arkadaşları arıyoruz. _x000D_
_x000D_
İş Tanımı _x000D_
_x000D_
Özellikle İlaç ve Tıbbi cihaz alanlarında, üretim ekipmanları ve/veya diğer ekipmanların/sistemlerin Yazılım Kalifikasyon çalışmalarının yapılması, dokümante edilmesi ve standarda uygun raporlanmasını sağlamak._x000D_
_x000D_
_x000D_
Çalışmalarına ilişkin ayrıntılı ve düzenli raporlama yapmak _x000D_
","Bilgisayarlı Sistemler Validasyon Uzmanı","Tecrübeli ve Tecrübesiz"," Lisans ","Tam Zamanlı","1234"
"354","Linera Ar-Ge Ltd.Şti.","Savunma Sanayi","Ankara","_x000D_
Savunma sanayi sektöründe faaliyet gösteren firmamızın geliştirdiği elektronik donanım ve gömülü yazılım ürünlerinin geliştirme ve test çalışmalarını yürütmek üzere:_x000D_
_x000D_
_x000D_
Elektrik/Elektronik Mühendisliği mezunu, _x000D_
Sorumluluk sahibi ve çözüm odaklı, Yeni teknolojileri araştırma ve öğrenme konusunda istekli, _x000D_
Analitik düşünme ve problem çözme yeteneğine sahip, _x000D_
İyi düzeyde İngilizce bilen,_x000D_
_x000D_
 . takım arkadaşları arıyoruz. _x000D_
_x000D_
Aranan nitelikler: _x000D_
_x000D_
_x000D_
Çok katlı, yüksek hızlı baskı devre tasarımı konularında deneyim (Tercihen Altium ile)Donanım geliştirme süreçleri hakkınde bilgi sahibiTercihen EMI/EMC ve çevre koşulları testleri konusunda bilgi ve tecrübe sahip,Tercihen gömülü sistemler ve gömülü yazılım geliştirme tecrübesi _x000D_
Tercihen FPGA-tabanlı tasarım, Verilog/VHDL ile IP geliştirme konularında deneyim_x000D_
Tercihen C/C  /C# yazılım geliştirme konularında deneyim _x000D_
_x000D_
_x000D_
NOT: İlgilenen adayların başvurularında yukarıdaki konularla ilgili bilgi ve deneyimlerini paylaşmaları beklenmektedir. Bunun yanı sıra, erkek adaylar için askerlik durumu bilgisinin de paylaşılması beklenmektedir._x000D_
_x000D_
_x000D_
","Elektronik Tasarım Mühendisi","Tecrübeli ve Tecrübesiz"," Lisans ","Tam Zamanlı","1234"
"355","Seymag Et Makinaları","Bilişim Makine ve Ekipmanları","İstanbul ","_x000D_
YURT DIŞI SATIŞ ve Pazarlama SORUMLUSU_x000D_
İstanbul Avrupa Yakası – Küçükköy' de bulunan Makine imalatı yapan Fabrikamız için “ Yurt Dışı Satış ve Pazarlama Sorumlusu “ arıyoruz._x000D_
_x000D_
_x000D_
· Üniversitelerin Makine, Endüstri Mühendisliği veya İlgili bölümlerinden mezun,_x000D_
· Satış ve Pazarlama organizasyonlarını yönetmiş veya görev almış,_x000D_
· Makine Satış ve Pazarlama deneyimine sahip olmak tercih sebebidir,_x000D_
· İleri derecede İngilizce, Rusça veya Almanca yazma/konuşma bilgisine sahip, ( 2. dil tercih sebebi )_x000D_
· Yurt Dışı Seyahat engeli olmayan,_x000D_
· ERP ve MS Office uygulamaları konusunda deneyimli,_x000D_
· Erkek adaylar için askerlik hizmetini tamamlamış,_x000D_
· Sürücü ehliyeti olan ve aktif araç kullanabilen,_x000D_
İŞ TANIMI_x000D_
· Yurt Dışı satışların teklif verme aşamasından sevk safhasına kadar takibini yapmak,_x000D_
· Mevcut müşterilerle ilişkileri en iyi şekilde sürdürmek,_x000D_
· Yeni potansiyel müşteri araştırması yapmak ve şirkete kazandırmak,_x000D_
· Satış aktivitelerini yürütmek,_x000D_
· Satış hedeflerini belirlemek, satış bütçesi oluşturmak,_x000D_
· Müşterilerden gelen soru, öneri ve ihtiyaçlara yönelik ilgili birimlerle koordineli çözüm üretmek ve müşteriye geri bildirimde bulunmak._x000D_
· Üretim Planlama ile koordineli çalışıp, sevkıyatların zamanında tamamlanması için diğer birimler ile kontak halinde kalmak,_x000D_
· Satış aktiviteleri ve satış sonrası hizmetler için diğer ilgili departmanlar ile koordinasyon içinde çalışmak,_x000D_
· Satış raporlarının haftalık, aylık ve  yıl olarak hazırlanmasını sağlamak,_x000D_
","Yurtdışı Satış ve Pazarlama Sorumlusu","Tecrübeli ve Tecrübesiz"," Lisans ","Tam Zamanlı","1234"
"356","ALTERMEKA MÜHENDİSLİK VE TİCARET LTD.ŞTİ.","Bilişim Makine ve Ekipmanları","Ankara","Üretimini ve ihracatını yaptığımız makinelerin yurtdışına pazarlanması için gerekli çalışmaları yapmak. İnternet kullanarak potansiyel müşterileri bulup, elektronik posta, faks vs yöntemlerle tanıtım mesajları göndermek. Gelen taleplere teklif mektupları hazırlamak, ihracat işlemlerini takip etmek. Yurtdışı fuar organizasyonlarında görev almak.","Dış Ticaret Satış Sorumlusu","En az 1 yıl tecrübeli","Önlisans ","Tam Zamanlı","1234"
"357","Şenkaya Çelik Döküm Sanayi ve Ticaret A.Ş.","Üretim ve Endüstriyel Ürünler","İzmir","_x000D_
_x000D_
_x000D_
Tercihen Yüksekokul ve Üniversite Büro Yönetimi veya Sekreterlik Okullarından mezunÖn muhasebe bilgisi olanEn az bir yabancı dil bilen. (Tercihen Almanca)Tam zamanlı çalışmaya uygunOfis ekipmanları ve MS Office programı kullanabilen Prezentabl, dinamik, planlama ve organizasyon yeteneğine sahipSes tonu ve diksiyonu düzgün; iletişim ve temsil yeteneği gelişmişEn az 2 yıl aynı görevde çalışmış İnsan ilişkilerinde başarılı Tercihen İEB. İşkur İşbaşı programı kapsamında çalışacakTercihen sigara kullanmayanKemalpaşa veya çevresinde (Bornova, Turgutlu, Buca, Karşıyaka, Bayraklı) ikamet eden_x000D_
Bayan eleman alınacaktır._x000D_
","Sekreter ","En az 2 yıl tecrübeli","Lise ","Tam Zamanlı","1234"
"358","CLUB JOLLY TURİZM VE TİCARET A.Ş.","Turizm","İstanbul ","_x000D_
Tatilcilerin yol arkadaşı, gezginlerin daimi başlangıç noktası olan Jolly Tur olarak biz, 31  yıl tecrübesiyle tatil dendiğinde akla ilk gelen marka konumuna yükseldik. Şimdiye kadar farklı alanlarda sayısız ödüller kazandık. Bunlardan bazıları; 2010 yılında “En İyi İç Pazar Tur Operatörü”, 2014 “En İyi Seyahat Acentası”, 2016 yılında “ En İyi Turizm Şirketi Ödülü” dür. Tüm bunları çalışanlarımızla, misafirlerimizle yani ailemizle başardık._x000D_
Turizm sektöründe çeşitli eğitimlerle kendini geliştirmene destek olmaktan, var olan otel ve bölge bilgini zenginleştirerek büyük resmi görmene yardımcı olmaktan ve bir de Jolly Tur bünyesinde seni de aramızda görmekten memnuniyet duyacağımızı bilmeni isteriz._x000D_
Sen de gücümüze güç katmak, hizmet anlayışımızı geliştirmek ve fark yaratmak için ailemize katılmak ister misin?_x000D_
_x000D_
_x000D_
Tercihen Güzel Sanatlar Fakültesi mezunu,Tercihen şirketlerin M.I.C.E. departmanında çalışmış,Etkinliklerin sahne  ve  dekor tasarımı ve konsept çalışması konusunda deneyimli,Tercihen yurtdışı departmanı grupları için broşür dizgisine hakim,3Dmax, Photoshop, Freehand ve Autocad programlarına hakim,Tasarım ve üretim takibi yapabilecek,Tasarım ve konsept alanında değişen organizasyon trendlerini takip eden,Tasarımdan basım aşamasına kadar tüm süreci yönetebilen,Sunacağı örnek çalışmalarla tasarım becerisini ortaya koyabilecek,Dekor uygulamalarını operasyonlarda gerçekleştirebilecek,İletişim becerileri kuvvetli ve sorumluluk sahibi,İş takibi güçlü, hızlı ve enerjik,Sözlü ve yazılı İngilizce bilen,B sınıf ehliyeti olan ve aktif kullanabilen,Seyahat engeli olmayan,Erkek adaylar için askerliğini yapmış._x000D_
_x000D_
İŞ TANIMI_x000D_
Firmamızın operasyon departmanında grup müdürlüğüne bağlı olarak çalışacak, özel fuar, stant, sahne basılı malzeme tasarımı, dekorasyonu ve uygulamasını müşteri talepleri doğrultusunda gerçekleştirmek üzere Grafiker pozisyonunda çalışacak takım arkadaşı arayışımız mevcuttur._x000D_
","Grafiker","En az 2 yıl tecrübeli"," Lisans ","Tam Zamanlı","1234"
"359","eAssistentin UG","Hizmet ","İstanbul    ","Almanca, Sanal Asistanlar - 850 EURO
Home Office olarak tam zamanlı veya yarı zamanlı görevlendirilmek üzere Almanca bilen ""Ofis Elemanı"" arıyoruz.

Gereken saatler:
Yarı zamanlı veya tam zamanlı (haftada 20 - 40 saat)
Kategori: 
Uzaktan çalışma, evden çalışma, evden çalışma/evden çalışma 
Evden çalışmayı sever misiniz? Çok iyi ALMANCA dil becerilerine sahip sanal asistanlar arıyoruz! ""Goethe Enstitüsü"", Almanca dil becerileri için ""C1"" derecesine sahiptir. 
eAssistentin UG 2010 yılında kurulmuştur. 
 İlgili çeşitli görevler vardır. Görevleri/müşterileri seçebilirsiniz.

TEKLİFİMİZ: 

Çeşitli görevler Ayda yaklaşık 850 EURO (tam zamanlı), ortalamanın üzerinde maaşİş evden yapılır (işe gidiş ve dönüş için zaman ve maliyetler ortadan kalkar) Almanca konuşan müşterileri olan bir Alman şirketinde pratik deneyim Almanca dil becerileri geliştirilir veya tazelenir. 

Sanal Kişisel Asistanın (VPA) FAALİYETLERİ:

Aramalar Fiyat ve kalite karşılaştırmaları Web sitesi bakımıAğ asistanı (asistanı) Veri işleme Veri girişi Bir kutlama, gezi planlama Bir boş zaman etkinliği planlama... Müşteri Hizmetleri 

ÖNKOŞULLARI: 

Çok iyi Almanca dil becerileri (sözlü   yazılı) bir ""zorunluluktur""! İngilizce dil becerileri (sözlü   yazılı) avantajlıdır. ""Şart değil"". Hızlı İnternet erişimi (sabit hat, cep telefonu, ...) örneğin Skype çağrıları, ... Evde haftada en az 20 saat PC veya dizüstü bilgisayar zamanı.

ÖNEMLİ:  
4 ay içinde, yarı zamanlı asistanlar veya yarı zamanlı girenler tam zamanlıya (haftada 30-40 saat) geçmelidir. 
Lütfen 
Bize e-POSTA (job(at)eAssistentin.de) özgeçmişinizi tablo şeklinde (ALMANCA, PDF veya Word dosyası olarak) e-posta ile gönderin. 
Lütfen Skype adınızı, adresinizi ve telefon numaranızı girin. uygulamanızda. 
Olumlu bir mülakat durumunda, başvuru sahiplerimizden bir iyi hal belgesi talep ediyoruz. 
Lütfen aramayın! Lütfen spam klasörünüzü kontrol edin! 

DİKKAT: Almanca bilmeyenlerin başvuruları dikkate alınmayacaktır!","Ofis Elemanı","1 - 3 yıl arası","Lise ","Tam Zamanlı","1234"
"360"," ÖZEL EDREMİT KÖRFEZ HASTANESİ","Sağlık","Balıkesir","_x000D_
ÖZEL EDREMİT KÖRFEZ HASTANESİ ' nde tam zamanlı olarak görevlendirilmek üzere_x000D_
"" Pratisyen Hekim"" aranıyor !_x000D_
-Bilimsel gelişmeleri takip eden , branşında görev almış_x000D_
-Alanında tanı ve tedavi yaklaşımları konusunda güncel yöntem, teknik ve teknolojilere hakim_x000D_
-Hasta memnuniyetini ilke edinmiş_x000D_
-Ekip çalışmasına yatkın_x000D_
-Hasta iletişimi kuvvetli_x000D_
-BALIKESİR-EDREMİT bölgesinde  ikamet edebilecek._x000D_
","Pratisyen Hekim","Tecrübeli ve Tecrübesiz"," Lisans ","Tam Zamanlı","1234"
"361","Yaz Bilgi Sistemleri ve Tic.A.Ş.","Bilişim","İstanbul ","_x000D_
Üniversitelerin Bilgisayar Mühendisliği, Matematik Mühendisliği veya benzeri lisans bölümlerinden mezun, _x000D_
_x000D_
Microsoft.NET teknolojilerine hakim (Windows Form, Asp.Net Form, Asp.Net MVC, Asp.Net Core), _x000D_
Standartlara uygun, güvenli ve performanslı kod geliştirebilen, _x000D_
ADO.Net, Entity Framework ve/veya diğer ORM konularında bilgi sahibi olan, _x000D_
Veritabanı, tercihen MS SQL Server üzerinde geliştirme çalışmalarında bulunmuş, _x000D_
Object Oriented Programlama ve Design Patterns konularında bilgi sahibi, _x000D_
Web servis, Windows servis konularında bilgi sahibi, _x000D_
En az 3 yıl tecrübeli, _x000D_
Analitik düşünen ve problem çözme yeteneğine sahip, yoğun iş temposuna ayak uydurabilecek, _x000D_
İyi derecede İngilizce bilen,_x000D_
İş süreçlerinin gelişmesi ve kalite standartlarının artırılmasına uyumlu, _x000D_
Başka uygulama geliştiricilerin kodlarını anlayabilme yeteneği olan,_x000D_
Yeni teknolojileri yakından takip eden; öğrenmeye ve kendini geliştirmeye açık, _x000D_
Erkek adaylar için askerlik hizmetini tamamlamış, _x000D_
Tercihen İstanbul Avrupa yakasında ikamet eden, _x000D_
İnsan ilişkilerinde başarılı ve takım çalışmasına uygun, _x000D_
Yurtiçi ve Yurtdışı seyahate engel durumu olmayan, _x000D_
","Yazılım Geliştirme Uzmanı","En az 3 yıl tecrübeli"," Lisans ","Tam Zamanlı","1234"
"362","TURKLANDBANK","Bankacılık","İstanbul   ","_x000D_
_x000D_
Kurumu değerli kılanın çalışanları olduğuna inanan,Kendi yöneticilerini yetiştirmeyi hedefleyen ve önemli eğitim yatırımları gerçekleştiren,Butik yapılanma sayesinde verimli iş süreçlerini ve etkin kurum içi iletişimi yakalamış,Sosyal etkinlikler ile iş dışında da birbirine bağlı,Deneyimli, uzmanlaşmış, aynı zamanda dinamik bir ekibin parçası olmak istiyorsanız,Bize katılın!_x000D_
_x000D_
T-Bank olarak biz; Türkiye’nin ticaret ve sanayi açısından öncü bölgelerindeki şubelerimizde, hissedarlarımız Arab Bank ve BankMed’in 90 yıla yaklaşan Bankacılık deneyiminin desteği ve Kurumsal ve Ticari ve Perakende iş kollarında uzmanlaşmış çalışanlarımız ile müşterilerimizin ihtiyaçlarına zamanında ve özel çözümler üretiyoruz. _x000D_
_x000D_
Perakende Bankacılık iş kolumuz ile; müşterilerimize, memnuniyet ve kalite odaklı hizmet sunmaktayız. _x000D_
_x000D_
İstanbul'un Avrupa ve Anadolu yakalarında bulunan şubelerimizde, mevcut ve potansiyel müşterilerimize, Pazarlama Yöneticisi olarak ihtiyaçları doğrultusunda şekillendirilmiş ürün ve hizmet sunacak yeni çalışma arkadaşımızı arıyoruz._x000D_
_x000D_
_x000D_
Aranılan Yetkinlikler :_x000D_
  _x000D_
_x000D_
_x000D_
Üniversite mezunu olmak,Banka şubelerinde Perakende ve Bireysel Bankacılık alanında 5 yıl ve üzeri iş deneyimine sahip olmak,Bankacılık ürünlerine ve mevzuata hakimiyet,Görevini gerçekleştirmek için gerekli bankacılık lisanslarına sahip olmak,Risk yönetimi konusunda deneyim, fiyatlama tekniklerine hakimiyet,Gelişmiş iletişim ve ikna becerileri,Yüksek iş sorumluluğu ve başarma duygusu,MS Office uygulamalarına hakimiyet,Takım çalışmasına yatkınlık._x000D_
_x000D_
_x000D_
İŞ TANIMI_x000D_
_x000D_
_x000D_
Potansiyel müşterilere aktif pazarlama yapar, Bankamıza yeni müşteri kazandırır. Müşterilere, ihtiyaçları doğrultusunda, kredi, mevduat, yatırım alternatifleri ve diğer bankacılık hizmetlerine yönelik çözümler üretir.Müşterilerinin risk değerliliğini ölçer.Portföyündeki ve potansiyel müşteriler ile ilişkileri en iyi şekilde yürütür._x000D_
_x000D_
","Perakende Bankacılık ","En az 5 yıl tecrübeli"," Lisans ","Tam Zamanlı","1234"
"363","HOTİÇ AYAKKABI SAN.TİC.AŞ","Ayakkabıcılık","İstanbul ","_x000D_
HOTİÇ, modern kadın ve erkeğin yaşam tarzına uygun, dinamik, özgün ve elegan tasarımlar yapan ayakkabı ve aksesuar markasıdır. Tasarımlarında moda ve trendleri günden geceye uzanan yaşam stillerine uyarlayan HOTİÇ, tüm ürünlerinde gerçek deri ve doğal malzemeler kullanmaktadır. Bugün Türkiye’nin sektöründeki en güçlü markalarından biri olan Hotiç, Türkiye ve yurtdışında en büyük AVM’ler ve en prestijli cadde mağazalarında bulunmaktadır._x000D_
_x000D_
İstanbul Anadolu Yakası'nda bulunan mağazalarımızda görevlendirilmek üzere aşağıdaki niteliklere sahip ""Satış Danışmanları"" arayışımız bulunmaktadır;_x000D_
_x000D_
Tercihen perakende sektöründe ""Satış Danışmanı"" olarak deneyimli, Kariyerini mağazacılık sektöründe devam ettirmeyi hedefleyen, Yeni tasarımları ve modayı yakından takip eden, İletişimi güçlü, etkileme ve ikna etme becerisi yüksek,  Dinamik, pozitif, uyumlu, Kişisel bakımına dikkat eden, Erkek adaylar için askerlik hizmetini tamamlamış. _x000D_
_x000D_
İŞ TANIMI_x000D_
_x000D_
Müşterilerimiz ile birebir ilgilenerek, ürün hakkındaki teknik bilgileri aktarıp satışı gerçekleştirmek, Mağaza içi ve depo düzenini sağlamak, Mağaza iç görsel ve vitrin düzenlemesini marka için Merkez tarafından belirlenen standartlar çerçevesinde yapmak,Kendisini ürün bilgisi ve kişisel gelişim anlamında yetiştirmek, Kişisel bakım ve üniforma konusunda firma standartları çerçevesinde hareket etmek._x000D_
","Satış Danışmanı","En çok 10 yıl tecrübeli","Lise ","Tam Zamanlı","1234"
"364","Teknik Seramik Sanayii ve Ticaret A.Ş.(Tekser)","İnşaat","İstanbul ","_x000D_
_x000D_
Üniversitelerin İnşaat Mühendisliği-Teknikerliği bölümlerinden mezun,İyi ve ileri seviyede İngilizce bilgisine sahip (aktif olarak kullanacaktır), MS Office programlarına hâkim,  Yazılı ve sözlü iletişim yeteneği kuvvetli,  İnsan ilişkilerinde başarılı,  Yurtdışı seyahat engeli bulunmayan,  Aktif pasaportu bulunan,  Ekip çalışmasına yatkın,  Erkek adaylardan Askerlik hizmetini tamamlamış,  İstanbul Anadolu yakasında ikamet eden,  Ehliyeti olup aktif araç kullanabilen adaylar arasından tercih edilecektir. _x000D_
_x000D_
 İŞİN TANIMI _x000D_
_x000D_
_x000D_
Seramik sahasından sorumlu olmak, merkez ofisin talimatlarını sahada uygulamak ve uygulatmak, sahada ve işçiler ile ilgili sorunlara çözümler üretmek ve günlük raporlamalar işin başlıca rutinleri arasındadır. Yurt dışı operasyona destek olmak, Biten işin rapor ve maliyetleri, Yeni şantiye hazırlıkları, iş tanımının bazı başlıklarındandır.   _x000D_
_x000D_
","Şantiye Şefi","En az 2 yıl tecrübeli"," Lisans ","Tam Zamanlı","1234"
"365","Mynet","Bilişim","İstanbul   ","_x000D_
Türk internet kullanıcılarının en çok tercih ettiği ""Dijital İçerik Platformu"" olarak 1999 yılından bugüne liderliğimizi koruyoruz. Kendi alanında sayısız ilki gerçekleştiren öncü internet devi olarak Türkiye'nin dijital ekosisteminin kalkınmasına ve gelişmesine destek olmayı sürdürüyoruz._x000D_
Her ay 45 milyonu aşkın internet kullanıcısına erişiyoruz ve sosyal ağlardaki toplam kitlemiz ise 10 milyonu geçmiştir. Ziyaretçilerimize her ay 100 milyondan fazla video izletiyoruz._x000D_
Köklü ve zengin içerik yelpazesiyle haberden lifestyle videolara, eğlenceden eğitime güncel ve etkili içerikler hazırlıyoruz. Türkiye’nin en büyük oyun topluluklarına ev sahipliği yapıyoruz ve fark yaratan içerik ve uygulamalarıyla kullanıcılarımızın her ihtiyacı için birinci adres olarak konumlanıyoruz._x000D_
Lider ""Dijital İçerik Platformu"" Mynet olarak, senin için Medya departmanımızda Linux ve Windows sistemler üzerinde sistem yönetimi yapabileceğin, bu sistemler üzerinde sistem ve/veya uygulama yazılım geliştirme yapabileceğin,_x000D_
""Geleceğin Sistem Yöneticileri"" için yeni mezun programımız olan_x000D_
TECHTRAİNEE hazırladık!_x000D_
Eğer bu program tam bana göre diyorsan, hemen ilanımıza başvur! Ardından da dolu dolu geçecek ve sonucunda aramıza katılacak olan arkadaşlarımızın belirleneceği bu süreç için bizden haber bekle!_x000D_
_x000D_
Üniversitelerin Mühendislik bölümlerinden 2018 yılında mezun olmuş ya da Haziran/Temmuz 2019’da mezun olacak,Teknoloji departmanlarında staj deneyimlerine sahip olmuş,Çok iyi derecede İngilizce bilen, (hem yazılı hem sözlü)Analitik düşünme ve problem çözme yeteneği gelişmiş,Stratejik bakış açısına sahip,Proje yönetimine ve ekip çalışmasına yatkın,Teknolojiyi yakından takip eden,İnovatif düşünmeyi ve yenilikçi fikirler üretmeyi yaşam tarzı haline getirmiş olan._x000D_
İş Tanımı_x000D_
Mynet, TechTrainee programı ile ""Geleceğin Sistem Yöneticileri""ni arıyor._x000D_
Mynet TechTrainee programının amacı; Mynet Medya Sistem ekibimizin gelecek yıllardaki başarısını devam ettirecek ve daha üst seviyelere çıkaracak sistem yöneticilerini yetiştirmektir._x000D_
2018 yılında ekibimize katılan 4 Management Trainee ve TechTrainee’miz 8 ay sonra programı başarıyla tamamlamış ve terfi etmişlerdir. 2019 yılında sen de onlardan biri olmak istersen eğer başvurunu bekliyoruz!_x000D_
","TechTrainee-2019/Geleceğin Sistem Yöneticileri","Tecrübeli ve Tecrübesiz"," Lisans ","Tam Zamanlı","1234"
